id,phenograph,ct_broad
3425,13,immune cell
3426,18,immune cell
3427,11,cancer cell
3428,25,immune cell
3431,1,cancer cell
3432,26,other
3433,11,cancer cell
3434,25,immune cell
3435,11,cancer cell
3436,14,stromal cell
3437,11,cancer cell
3438,13,immune cell
3440,9,other
3443,13,immune cell
3444,34,cancer cell
3445,13,immune cell
3449,13,immune cell
3450,4,cancer cell
3451,18,immune cell
3453,9,other
3457,25,immune cell
3458,17,myofibroblast
3459,1,cancer cell
3460,25,immune cell
3462,17,myofibroblast
3463,-1,other
3464,-1,other
3465,17,myofibroblast
3466,3,cancer cell
3468,-1,other
3469,9,other
3470,8,other
3472,3,cancer cell
3475,22,stromal cell
3477,-1,other
3478,6,cancer cell
3479,13,immune cell
3480,18,immune cell
3481,26,other
3482,-1,other
3483,3,cancer cell
3486,17,myofibroblast
3487,13,immune cell
3488,3,cancer cell
3490,13,immune cell
3491,8,other
3492,18,immune cell
3493,14,stromal cell
3494,19,other
3495,13,immune cell
3496,13,immune cell
3497,2,cancer cell
3500,2,cancer cell
3501,2,cancer cell
3502,3,cancer cell
3503,5,cancer cell
3505,18,immune cell
3506,5,cancer cell
3507,5,cancer cell
3509,2,cancer cell
3511,5,cancer cell
3513,12,cancer cell
3514,-1,other
3515,20,cancer cell
3517,2,cancer cell
3518,18,immune cell
3519,4,cancer cell
3520,5,cancer cell
3521,1,cancer cell
3522,34,cancer cell
3524,12,cancer cell
3526,5,cancer cell
3527,-1,other
3528,1,cancer cell
3529,4,cancer cell
3531,12,cancer cell
3532,28,immune cell
3533,2,cancer cell
3534,-1,other
3535,4,cancer cell
3536,4,cancer cell
3537,5,cancer cell
3539,34,cancer cell
3542,12,cancer cell
3543,22,stromal cell
3544,2,cancer cell
3545,5,cancer cell
3548,37,cancer cell
3549,32,cancer cell
3550,-1,other
3551,12,cancer cell
3555,4,cancer cell
3557,5,cancer cell
3559,1,cancer cell
3560,11,cancer cell
3562,2,cancer cell
3563,3,cancer cell
3564,12,cancer cell
3565,12,cancer cell
3566,5,cancer cell
3568,4,cancer cell
3570,3,cancer cell
3574,1,cancer cell
3575,14,stromal cell
3576,12,cancer cell
3577,3,cancer cell
3579,1,cancer cell
3580,20,cancer cell
3581,5,cancer cell
3582,32,cancer cell
3585,5,cancer cell
3586,11,cancer cell
3588,14,stromal cell
3590,11,cancer cell
3591,11,cancer cell
3592,12,cancer cell
3593,2,cancer cell
3595,19,other
3596,3,cancer cell
3601,5,cancer cell
3602,2,cancer cell
3603,21,endothelial cell
3604,8,other
3606,16,other
3607,12,cancer cell
3608,5,cancer cell
3609,21,endothelial cell
3610,16,other
3611,11,cancer cell
3612,12,cancer cell
3613,18,immune cell
3614,14,stromal cell
3616,12,cancer cell
3617,12,cancer cell
3619,11,cancer cell
3620,11,cancer cell
3622,11,cancer cell
3623,14,stromal cell
3624,8,other
3626,3,cancer cell
3630,5,cancer cell
3632,3,cancer cell
3633,9,other
3635,20,cancer cell
3636,14,stromal cell
3637,11,cancer cell
3640,-1,other
3641,12,cancer cell
3642,5,cancer cell
3644,12,cancer cell
3645,5,cancer cell
3647,34,cancer cell
3648,12,cancer cell
3650,11,cancer cell
3651,1,cancer cell
3652,19,other
3654,11,cancer cell
3655,14,stromal cell
3656,11,cancer cell
3659,12,cancer cell
3661,6,cancer cell
3662,2,cancer cell
3663,19,other
3664,34,cancer cell
3665,5,cancer cell
3667,3,cancer cell
3669,2,cancer cell
3670,29,other
3671,8,other
3674,3,cancer cell
3675,9,other
3677,1,cancer cell
3678,11,cancer cell
3679,11,cancer cell
3680,15,myofibroblast
3682,16,other
3684,4,cancer cell
3686,2,cancer cell
3687,19,other
3688,3,cancer cell
3689,11,cancer cell
3690,12,cancer cell
3691,34,cancer cell
3692,9,other
3694,19,other
3695,34,cancer cell
3696,11,cancer cell
3697,5,cancer cell
3700,12,cancer cell
3701,11,cancer cell
3704,11,cancer cell
3705,12,cancer cell
3706,2,cancer cell
3708,3,cancer cell
3709,3,cancer cell
3710,5,cancer cell
3713,4,cancer cell
3717,8,other
3718,12,cancer cell
3720,5,cancer cell
3721,5,cancer cell
3722,4,cancer cell
3725,5,cancer cell
3726,2,cancer cell
3727,19,other
3730,6,cancer cell
3731,3,cancer cell
3732,37,cancer cell
3733,20,cancer cell
3735,2,cancer cell
3736,34,cancer cell
3737,2,cancer cell
3738,6,cancer cell
3739,3,cancer cell
3743,3,epithelial cell
3744,34,cancer cell
3745,34,cancer cell
3746,3,cancer cell
3747,11,cancer cell
3748,3,cancer cell
3749,2,cancer cell
3750,5,cancer cell
3751,2,cancer cell
3752,34,cancer cell
3753,12,cancer cell
3754,6,cancer cell
3755,28,immune cell
3757,11,cancer cell
3758,15,myofibroblast
3761,5,cancer cell
3763,3,cancer cell
3764,14,stromal cell
3765,19,other
3766,15,myofibroblast
3767,5,cancer cell
3769,3,cancer cell
3770,-1,other
3771,11,cancer cell
3772,19,other
3773,6,cancer cell
3774,9,other
3776,5,cancer cell
3777,11,cancer cell
3778,3,cancer cell
3779,34,cancer cell
3780,14,stromal cell
3781,3,cancer cell
3783,5,cancer cell
3785,5,cancer cell
3786,34,cancer cell
3788,34,cancer cell
3789,34,cancer cell
3790,19,other
3793,11,cancer cell
3794,5,cancer cell
3795,14,stromal cell
3796,34,cancer cell
3798,16,other
3799,1,cancer cell
3800,5,cancer cell
3802,2,cancer cell
3803,3,cancer cell
3804,14,stromal cell
3806,34,cancer cell
3808,2,cancer cell
3809,14,stromal cell
3810,2,cancer cell
3813,15,myofibroblast
3815,14,stromal cell
4050,4,cancer cell
4054,4,cancer cell
4057,18,immune cell
4058,21,endothelial cell
4059,-1,other
4060,13,immune cell
4063,3,cancer cell
4064,13,immune cell
4066,11,cancer cell
4067,11,cancer cell
4068,5,cancer cell
4069,27,stromal cell
4071,-1,other
4072,-1,other
4073,25,immune cell
4074,13,immune cell
4077,-1,other
4078,13,immune cell
4079,5,cancer cell
4080,11,cancer cell
4083,9,other
4084,15,myofibroblast
4085,3,cancer cell
4086,19,other
4088,9,other
4089,5,cancer cell
4090,13,immune cell
4091,2,cancer cell
4092,8,other
4093,8,other
4094,13,immune cell
4095,16,other
4096,34,cancer cell
4098,4,cancer cell
4099,13,immune cell
4103,11,cancer cell
4104,18,immune cell
4105,-1,other
4106,13,immune cell
4109,-1,other
4110,4,cancer cell
4111,6,cancer cell
4112,13,immune cell
4115,34,cancer cell
4117,18,immune cell
4118,31,cancer cell
4123,18,immune cell
4128,22,stromal cell
4131,14,stromal cell
4132,3,cancer cell
4133,9,other
4134,9,other
4138,-1,other
4143,3,cancer cell
4146,16,other
4148,17,myofibroblast
4149,3,cancer cell
4150,9,other
4151,-1,other
4153,18,immune cell
4154,13,immune cell
4155,13,immune cell
4158,21,endothelial cell
4159,3,cancer cell
4160,14,stromal cell
4163,13,immune cell
4164,18,immune cell
4167,15,myofibroblast
4168,17,myofibroblast
4169,21,endothelial cell
4171,17,myofibroblast
4172,13,immune cell
4173,13,immune cell
4174,14,stromal cell
4175,22,stromal cell
4179,17,myofibroblast
4182,9,other
4183,2,cancer cell
4184,19,other
4185,18,immune cell
4186,13,immune cell
4187,15,myofibroblast
4188,2,cancer cell
4189,22,stromal cell
4190,-1,other
4191,13,immune cell
4192,18,immune cell
4194,37,cancer cell
4198,19,other
4199,13,immune cell
4200,5,cancer cell
4202,13,immune cell
4207,18,immune cell
4210,2,cancer cell
4213,13,immune cell
4215,5,cancer cell
4217,5,cancer cell
4218,5,cancer cell
4222,2,cancer cell
4223,-1,other
4225,11,cancer cell
4226,18,immune cell
4227,14,stromal cell
4228,2,cancer cell
4230,5,cancer cell
4232,5,cancer cell
4233,11,cancer cell
4234,18,immune cell
4236,2,cancer cell
4238,17,myofibroblast
4239,18,immune cell
4240,4,cancer cell
4241,6,cancer cell
4242,11,cancer cell
4243,1,cancer cell
4246,12,cancer cell
4247,11,cancer cell
4248,13,immune cell
4249,20,cancer cell
4251,3,cancer cell
4254,2,cancer cell
4256,3,cancer cell
4258,1,cancer cell
4259,12,cancer cell
4260,12,cancer cell
4261,26,other
4265,6,cancer cell
4266,13,immune cell
4268,27,stromal cell
4269,4,cancer cell
4271,5,cancer cell
4272,-1,other
4277,11,cancer cell
4279,11,cancer cell
4280,13,immune cell
4281,18,immune cell
4282,5,cancer cell
4283,5,cancer cell
4285,14,stromal cell
4286,4,cancer cell
4287,34,cancer cell
4288,11,cancer cell
4289,3,cancer cell
4291,11,cancer cell
4292,12,cancer cell
4294,13,immune cell
4295,25,immune cell
4296,5,cancer cell
4299,11,cancer cell
4302,11,cancer cell
4303,12,cancer cell
4304,34,cancer cell
4306,5,cancer cell
4308,12,cancer cell
4310,3,cancer cell
4315,37,cancer cell
4316,6,cancer cell
4317,11,cancer cell
4318,11,cancer cell
4319,29,other
4320,4,cancer cell
4321,12,cancer cell
4322,5,cancer cell
4323,-1,other
4326,13,immune cell
4327,2,cancer cell
4328,11,cancer cell
4330,20,cancer cell
4332,8,other
4338,26,other
4339,14,stromal cell
4341,20,cancer cell
4343,6,cancer cell
4345,20,cancer cell
4347,4,cancer cell
4348,3,cancer cell
4349,20,cancer cell
4351,18,immune cell
4353,33,other
4355,1,cancer cell
4356,9,other
4359,6,cancer cell
4360,34,cancer cell
4361,11,cancer cell
4362,8,other
4363,12,cancer cell
4366,18,immune cell
4368,8,other
4370,5,cancer cell
4371,11,cancer cell
4372,11,cancer cell
4373,11,cancer cell
4374,11,cancer cell
4375,16,other
4376,14,stromal cell
4377,8,other
4379,5,cancer cell
4380,5,cancer cell
4382,1,cancer cell
4383,11,cancer cell
4384,5,cancer cell
4386,11,cancer cell
4387,5,cancer cell
4390,32,cancer cell
4391,1,cancer cell
4392,14,stromal cell
4393,5,cancer cell
4394,11,cancer cell
4397,11,cancer cell
4398,1,cancer cell
4401,1,cancer cell
4402,2,cancer cell
4405,3,cancer cell
4406,11,cancer cell
4408,4,cancer cell
4409,6,cancer cell
4410,5,cancer cell
4411,2,cancer cell
4412,5,cancer cell
4413,14,stromal cell
4415,5,cancer cell
4417,1,cancer cell
4420,17,myofibroblast
4422,12,cancer cell
4423,12,cancer cell
4425,12,cancer cell
4427,9,other
4428,32,cancer cell
4429,2,cancer cell
4432,5,cancer cell
4433,11,cancer cell
4434,3,cancer cell
4437,11,cancer cell
4438,14,stromal cell
4439,1,cancer cell
4440,2,cancer cell
4442,20,cancer cell
4443,34,cancer cell
4446,5,cancer cell
4447,20,cancer cell
4448,11,cancer cell
4449,5,cancer cell
4450,2,cancer cell
4451,5,cancer cell
4452,12,cancer cell
4453,5,cancer cell
4454,3,cancer cell
4455,3,cancer cell
4458,3,cancer cell
4459,5,cancer cell
4463,16,other
4464,20,cancer cell
4466,4,cancer cell
4467,34,cancer cell
4471,29,other
4472,14,stromal cell
4473,19,other
4474,5,cancer cell
4475,2,cancer cell
4476,3,cancer cell
4478,33,immune cell
4479,33,immune cell
4480,5,cancer cell
4481,2,cancer cell
4484,14,stromal cell
4485,5,cancer cell
4486,3,cancer cell
4487,20,cancer cell
4488,15,myofibroblast
4489,3,cancer cell
4490,15,myofibroblast
4491,8,other
4492,19,other
4494,12,cancer cell
4495,34,cancer cell
4496,29,other
4498,5,cancer cell
4500,5,cancer cell
4502,9,other
4503,3,cancer cell
4504,23,other
4505,23,other
4506,5,cancer cell
4507,5,cancer cell
4511,2,cancer cell
4513,4,cancer cell
4514,20,cancer cell
4515,16,other
4516,34,cancer cell
4518,22,stromal cell
4520,6,cancer cell
4522,11,cancer cell
4524,34,cancer cell
4525,12,cancer cell
4527,5,cancer cell
4528,5,cancer cell
4530,5,cancer cell
4532,16,other
4533,14,stromal cell
4534,2,cancer cell
4536,7,cancer cell
4537,13,immune cell
4538,12,cancer cell
4540,34,cancer cell
4541,-1,other
4543,26,other
4545,15,myofibroblast
4546,34,cancer cell
4550,34,cancer cell
4551,2,cancer cell
4552,34,cancer cell
4554,22,stromal cell
4555,22,stromal cell
4556,5,cancer cell
4560,20,cancer cell
4561,5,cancer cell
4562,2,cancer cell
4565,22,stromal cell
4567,8,other
4568,3,cancer cell
4574,34,cancer cell
4576,2,cancer cell
4577,5,cancer cell
4579,34,cancer cell
4790,3,cancer cell
4791,6,cancer cell
4792,36,apoptotic cell
4793,3,cancer cell
4794,3,cancer cell
4796,35,cancer cell
4800,18,immune cell
4806,29,other
4807,13,immune cell
4809,3,cancer cell
4810,3,cancer cell
4811,13,immune cell
4812,5,cancer cell
4813,-1,other
4814,18,immune cell
4815,27,stromal cell
4816,3,epithelial cell
4817,25,immune cell
4820,-1,other
4821,9,other
4823,-1,other
4824,27,stromal cell
4827,11,cancer cell
4829,13,immune cell
4833,-1,other
4835,-1,other
4836,25,immune cell
4839,13,immune cell
4841,21,endothelial cell
4842,-1,other
4843,18,immune cell
4844,17,myofibroblast
4850,2,cancer cell
4851,18,immune cell
4853,17,myofibroblast
4854,13,immune cell
4856,2,cancer cell
4857,34,cancer cell
4858,-1,other
4861,13,immune cell
4862,18,immune cell
4863,25,immune cell
4864,18,immune cell
4865,21,endothelial cell
4866,28,immune cell
4867,5,cancer cell
4868,2,cancer cell
4870,13,immune cell
4871,-1,other
4872,13,immune cell
4873,25,immune cell
4874,5,cancer cell
4875,13,immune cell
4876,13,immune cell
4880,11,cancer cell
4881,4,cancer cell
4882,5,cancer cell
4884,2,cancer cell
4889,12,cancer cell
4890,9,other
4891,-1,other
4892,4,cancer cell
4895,20,cancer cell
4896,27,stromal cell
4900,11,cancer cell
4901,-1,other
4902,4,cancer cell
4904,11,cancer cell
4905,5,cancer cell
4907,11,cancer cell
4908,18,immune cell
4910,11,cancer cell
4911,5,cancer cell
4916,-1,other
4919,2,cancer cell
4920,20,cancer cell
4921,11,cancer cell
4922,14,stromal cell
4927,23,other
4929,11,cancer cell
4930,-1,other
4931,8,other
4932,11,cancer cell
4934,5,cancer cell
4937,2,cancer cell
4938,12,cancer cell
4939,5,cancer cell
4942,12,cancer cell
4944,3,cancer cell
4946,34,cancer cell
4947,12,cancer cell
4948,18,immune cell
4950,14,stromal cell
4952,11,cancer cell
4953,11,cancer cell
4954,14,stromal cell
4956,5,cancer cell
4958,11,cancer cell
4959,34,cancer cell
4962,3,cancer cell
4963,12,cancer cell
4964,19,other
4965,9,other
4966,34,cancer cell
4967,2,cancer cell
4968,11,cancer cell
4969,5,cancer cell
4970,12,cancer cell
4972,12,cancer cell
4973,11,cancer cell
4974,4,cancer cell
4975,27,stromal cell
4976,1,cancer cell
4977,3,cancer cell
4978,11,cancer cell
4979,14,stromal cell
4981,4,cancer cell
4983,12,cancer cell
4984,29,other
4985,4,cancer cell
4986,5,cancer cell
4987,2,cancer cell
4988,29,other
4989,2,cancer cell
4990,19,other
4992,2,cancer cell
4994,12,cancer cell
4996,3,cancer cell
4997,3,epithelial cell
4998,19,other
4999,5,cancer cell
5000,5,cancer cell
5001,19,other
5003,12,cancer cell
5004,8,other
5007,34,cancer cell
5008,3,cancer cell
5009,5,cancer cell
5010,5,cancer cell
5011,5,cancer cell
5013,16,other
5014,5,cancer cell
5015,3,cancer cell
5017,11,cancer cell
5018,3,cancer cell
5019,5,cancer cell
5021,9,other
5022,2,cancer cell
5023,18,immune cell
5024,34,cancer cell
5025,34,cancer cell
5026,29,other
5027,13,immune cell
5028,34,cancer cell
5029,26,immune cell
5030,14,stromal cell
5033,19,other
5034,27,stromal cell
5036,4,cancer cell
5037,2,cancer cell
5038,16,other
5039,5,cancer cell
5040,34,cancer cell
5041,5,cancer cell
5042,2,cancer cell
5043,14,stromal cell
5044,34,cancer cell
5045,11,cancer cell
5046,28,immune cell
5047,3,cancer cell
5048,11,cancer cell
5049,16,other
5050,16,other
5051,34,cancer cell
5052,1,cancer cell
5053,9,other
5384,5,cancer cell
5385,25,immune cell
5386,29,other
5389,13,immune cell
5390,34,cancer cell
5392,3,cancer cell
5393,13,immune cell
5394,11,cancer cell
5395,8,other
5396,-1,other
5398,18,immune cell
5399,18,immune cell
5400,25,immune cell
5404,13,immune cell
5406,5,cancer cell
5408,13,immune cell
5410,1,cancer cell
5412,31,cancer cell
5414,17,myofibroblast
5416,25,immune cell
5421,11,cancer cell
5422,5,cancer cell
5424,25,immune cell
5425,3,cancer cell
5427,25,immune cell
5428,8,other
5429,-1,other
5431,-1,other
5433,17,myofibroblast
5434,13,immune cell
5435,15,myofibroblast
5436,-1,other
5437,11,cancer cell
5439,15,myofibroblast
5440,14,stromal cell
5444,14,stromal cell
5445,34,cancer cell
5446,13,immune cell
5447,8,other
5450,25,immune cell
5451,8,other
5452,13,immune cell
5454,18,immune cell
5455,18,immune cell
5457,18,immune cell
5459,26,other
5460,4,cancer cell
5462,-1,other
5467,13,immune cell
5468,17,myofibroblast
5471,8,other
5474,5,cancer cell
5479,13,immune cell
5480,13,immune cell
5483,31,cancer cell
5484,18,immune cell
5485,-1,other
5487,9,other
5490,9,other
5492,14,stromal cell
5493,18,immune cell
5497,2,cancer cell
5498,27,stromal cell
5501,2,cancer cell
5502,-1,other
5503,27,stromal cell
5505,13,immune cell
5510,27,stromal cell
5511,3,cancer cell
5516,-1,other
5518,25,immune cell
5519,9,other
5520,27,stromal cell
5522,9,other
5523,-1,other
5524,18,immune cell
5525,13,immune cell
5527,3,cancer cell
5528,17,myofibroblast
5530,18,immune cell
5531,22,stromal cell
5533,5,cancer cell
5534,3,cancer cell
5535,9,other
5536,17,myofibroblast
5537,5,cancer cell
5541,-1,other
5545,19,other
5546,-1,other
5547,17,myofibroblast
5549,-1,other
5551,-1,other
5553,-1,other
5554,26,other
5555,6,cancer cell
5556,3,cancer cell
5557,25,immune cell
5562,19,other
5563,17,myofibroblast
5564,26,other
5565,-1,other
5567,18,immune cell
5569,21,endothelial cell
5571,9,other
5572,32,cancer cell
5573,14,stromal cell
5574,22,stromal cell
5575,13,immune cell
5576,17,myofibroblast
5577,17,myofibroblast
5579,22,stromal cell
5582,27,stromal cell
5585,17,myofibroblast
5586,13,immune cell
5588,13,immune cell
5589,18,immune cell
5590,15,myofibroblast
5591,15,myofibroblast
5592,13,immune cell
5593,-1,other
5594,8,other
5598,13,immune cell
5599,25,immune cell
5602,15,myofibroblast
5603,31,cancer cell
5604,18,immune cell
5605,18,immune cell
5606,2,cancer cell
5609,13,immune cell
5611,2,cancer cell
5612,18,immune cell
5613,18,immune cell
5614,2,cancer cell
5617,2,cancer cell
5618,13,immune cell
5620,14,stromal cell
5621,14,stromal cell
5622,2,cancer cell
5623,-1,other
5626,13,immune cell
5630,13,immune cell
5632,14,stromal cell
5633,18,immune cell
5638,5,epithelial cell
5639,5,cancer cell
5642,2,cancer cell
5643,17,myofibroblast
5644,5,cancer cell
5646,12,cancer cell
5647,-1,other
5648,18,immune cell
5649,13,immune cell
5650,5,cancer cell
5654,25,immune cell
5655,23,other
5657,20,cancer cell
5658,5,cancer cell
5661,20,cancer cell
5663,5,cancer cell
5664,5,cancer cell
5666,18,immune cell
5669,5,cancer cell
5670,13,immune cell
5672,13,immune cell
5676,20,cancer cell
5677,3,cancer cell
5678,5,cancer cell
5679,2,cancer cell
5680,9,other
5681,22,stromal cell
5682,34,cancer cell
5683,4,cancer cell
5684,5,cancer cell
5685,27,stromal cell
5686,2,cancer cell
5688,18,immune cell
5689,6,cancer cell
5691,12,cancer cell
5692,11,cancer cell
5693,14,stromal cell
5694,5,cancer cell
5695,4,cancer cell
5696,3,cancer cell
5697,-1,other
5699,14,stromal cell
5701,18,immune cell
5702,12,cancer cell
5703,11,cancer cell
5704,11,cancer cell
5705,34,cancer cell
5706,12,cancer cell
5707,9,other
5711,22,stromal cell
5712,2,cancer cell
5713,11,cancer cell
5715,5,cancer cell
5716,5,cancer cell
5718,12,cancer cell
5719,2,cancer cell
5720,5,cancer cell
5721,5,cancer cell
5722,4,cancer cell
5723,14,stromal cell
5726,14,stromal cell
5727,11,cancer cell
5728,5,cancer cell
5730,2,cancer cell
5731,34,cancer cell
5732,12,cancer cell
5733,37,cancer cell
5734,37,cancer cell
5736,12,cancer cell
5737,1,cancer cell
5738,11,epithelial cell
5739,9,other
5740,34,cancer cell
5741,2,cancer cell
5743,19,other
5744,5,cancer cell
5748,34,cancer cell
5749,32,cancer cell
5751,4,cancer cell
5752,20,cancer cell
5754,12,cancer cell
5756,14,stromal cell
5757,3,cancer cell
5758,16,other
5759,25,immune cell
5760,5,cancer cell
5761,-1,other
5763,3,epithelial cell
5766,3,cancer cell
5767,2,cancer cell
5768,1,cancer cell
5769,28,immune cell
5770,20,cancer cell
5772,34,cancer cell
5776,2,cancer cell
5782,-1,other
5785,8,other
5787,11,cancer cell
5788,11,cancer cell
5789,15,myofibroblast
5790,11,cancer cell
5791,13,immune cell
5795,4,cancer cell
5796,11,cancer cell
5798,1,cancer cell
5799,5,cancer cell
5800,11,cancer cell
5802,5,cancer cell
5804,4,cancer cell
5805,1,cancer cell
5806,15,myofibroblast
5808,11,cancer cell
5809,23,plasma cell
5810,20,cancer cell
5811,3,cancer cell
5812,34,cancer cell
5815,4,cancer cell
5816,18,immune cell
5817,3,cancer cell
5820,32,cancer cell
5824,19,other
5825,12,cancer cell
