id,phenograph,ct_broad
150881,3,cancer cell
150882,5,cancer cell
150883,3,cancer cell
150884,5,cancer cell
150886,3,cancer cell
150887,17,myofibroblast
150888,34,cancer cell
150889,-1,other
150891,5,cancer cell
150892,2,cancer cell
150893,2,cancer cell
150896,14,stromal cell
150897,5,cancer cell
150899,3,cancer cell
150901,22,stromal cell
150902,5,cancer cell
150907,19,other
150908,32,cancer cell
150909,14,stromal cell
150910,3,cancer cell
150912,3,cancer cell
150913,5,cancer cell
150915,22,stromal cell
150916,2,cancer cell
150920,3,epithelial cell
150921,27,stromal cell
150925,3,cancer cell
150926,15,myofibroblast
150928,2,cancer cell
150929,5,cancer cell
150930,-1,other
150931,3,cancer cell
150934,2,cancer cell
150935,5,cancer cell
150936,3,cancer cell
150937,5,cancer cell
150938,3,cancer cell
150940,3,cancer cell
150941,2,cancer cell
150942,15,myofibroblast
150944,3,cancer cell
150945,2,cancer cell
150946,3,cancer cell
150948,16,other
150949,2,cancer cell
150950,6,cancer cell
150952,5,cancer cell
150954,3,cancer cell
150956,-1,other
150957,28,immune cell
150958,14,stromal cell
150960,2,cancer cell
150961,6,cancer cell
150962,3,cancer cell
150964,14,stromal cell
150965,3,cancer cell
150966,14,stromal cell
150967,37,cancer cell
150968,12,cancer cell
150969,12,cancer cell
150971,3,cancer cell
150974,2,cancer cell
150975,5,cancer cell
150976,3,cancer cell
150977,5,cancer cell
150981,6,cancer cell
150982,3,cancer cell
150983,4,cancer cell
150984,3,cancer cell
150985,2,cancer cell
150986,5,cancer cell
150987,5,cancer cell
150990,5,cancer cell
150991,3,cancer cell
150992,9,other
150995,14,stromal cell
150996,5,cancer cell
150998,2,cancer cell
150999,1,cancer cell
151000,5,cancer cell
151003,12,cancer cell
151004,23,plasma cell
151006,3,cancer cell
151007,5,cancer cell
151008,28,immune cell
151009,12,cancer cell
151010,5,cancer cell
151012,27,stromal cell
151013,16,other
151016,-1,other
151017,5,cancer cell
151020,12,cancer cell
151023,3,cancer cell
151024,3,cancer cell
151026,3,cancer cell
151027,18,immune cell
151029,12,cancer cell
151030,2,cancer cell
151031,34,cancer cell
151032,34,cancer cell
151034,12,cancer cell
151035,14,stromal cell
151036,2,cancer cell
151037,3,cancer cell
151038,5,cancer cell
151039,34,cancer cell
151040,34,cancer cell
151041,5,cancer cell
151043,5,cancer cell
151044,5,cancer cell
151046,5,cancer cell
151047,5,cancer cell
151048,34,cancer cell
151049,13,immune cell
151050,5,cancer cell
151052,32,cancer cell
151053,25,immune cell
151055,3,cancer cell
151056,3,cancer cell
151057,34,cancer cell
151058,34,cancer cell
151061,34,cancer cell
151063,1,cancer cell
151064,34,cancer cell
151065,13,immune cell
151066,6,cancer cell
151067,13,immune cell
151068,3,cancer cell
151069,3,cancer cell
151070,25,immune cell
151071,3,cancer cell
151072,15,myofibroblast
151074,12,cancer cell
151075,34,cancer cell
151076,34,cancer cell
151077,9,other
151078,25,immune cell
151079,22,stromal cell
151080,16,other
151082,14,stromal cell
151083,2,cancer cell
151084,16,other
151085,16,other
151087,3,cancer cell
151088,3,cancer cell
151091,5,cancer cell
151092,3,cancer cell
151093,1,cancer cell
151095,-1,other
151096,1,cancer cell
151097,6,cancer cell
151099,5,cancer cell
151100,5,cancer cell
151101,15,myofibroblast
151102,5,cancer cell
151103,3,cancer cell
151104,34,cancer cell
151105,3,cancer cell
151106,5,cancer cell
151107,2,cancer cell
151108,22,stromal cell
151109,9,other
151110,16,other
151111,34,cancer cell
151112,3,cancer cell
151113,22,stromal cell
151114,14,stromal cell
151115,15,myofibroblast
151116,30,immune cell
151117,5,cancer cell
151118,18,immune cell
151119,13,immune cell
151120,5,cancer cell
151121,34,cancer cell
151122,3,cancer cell
151123,16,other
151124,30,other
151125,-1,other
151126,13,immune cell
151130,17,myofibroblast
151395,9,other
151397,21,endothelial cell
151399,13,immune cell
151400,13,immune cell
151401,14,stromal cell
151402,9,other
151403,14,stromal cell
151404,18,immune cell
151405,-1,other
151409,26,other
151410,2,cancer cell
151412,5,cancer cell
151413,2,cancer cell
151416,9,other
151418,2,cancer cell
151419,16,other
151422,2,cancer cell
151424,14,stromal cell
151425,18,immune cell
151426,5,cancer cell
151427,9,other
151430,12,cancer cell
151431,25,immune cell
151432,3,cancer cell
151433,12,cancer cell
151435,12,cancer cell
151437,25,immune cell
151439,3,cancer cell
151440,5,cancer cell
151441,9,other
151442,11,epithelial cell
151444,3,cancer cell
151445,9,other
151446,5,cancer cell
151447,9,other
151448,12,cancer cell
151449,17,myofibroblast
151450,22,stromal cell
151451,12,cancer cell
151454,4,cancer cell
151455,12,cancer cell
151461,11,cancer cell
151463,-1,other
151465,16,other
151466,11,cancer cell
151469,3,cancer cell
151470,5,cancer cell
151476,4,cancer cell
151478,27,stromal cell
151479,9,other
151480,5,cancer cell
151482,16,other
151483,4,cancer cell
151484,14,stromal cell
151485,4,cancer cell
151486,2,cancer cell
151487,9,other
151489,34,cancer cell
151490,4,cancer cell
151493,1,cancer cell
151496,26,other
151501,4,cancer cell
151505,1,cancer cell
151507,1,cancer cell
151508,20,epithelial cell
151509,2,cancer cell
151510,34,cancer cell
151511,12,cancer cell
151512,2,cancer cell
151513,4,cancer cell
151517,1,cancer cell
151518,3,cancer cell
151519,4,cancer cell
151520,9,other
151521,9,other
151522,4,cancer cell
151523,-1,other
151524,4,cancer cell
151525,4,cancer cell
151526,1,cancer cell
151527,4,cancer cell
151529,1,cancer cell
151532,3,cancer cell
151533,16,other
151534,1,cancer cell
151538,4,cancer cell
151540,4,cancer cell
151541,15,myofibroblast
151543,9,other
151546,4,cancer cell
151547,1,cancer cell
151548,4,cancer cell
151549,3,cancer cell
151550,4,cancer cell
151553,1,cancer cell
151557,4,cancer cell
151558,9,other
151559,2,cancer cell
151562,11,cancer cell
151566,4,cancer cell
151567,4,cancer cell
151568,1,cancer cell
151569,4,cancer cell
151570,16,other
151574,27,stromal cell
151575,34,cancer cell
151580,6,cancer cell
151581,4,cancer cell
151584,16,other
151586,4,cancer cell
151587,5,cancer cell
151589,34,cancer cell
151590,2,cancer cell
151591,4,cancer cell
151592,16,other
151593,5,cancer cell
151596,4,cancer cell
151598,14,stromal cell
151599,17,myofibroblast
151600,2,cancer cell
151602,9,other
151603,6,cancer cell
151604,1,cancer cell
151606,4,cancer cell
151607,2,cancer cell
151608,1,cancer cell
151610,12,cancer cell
151611,16,other
151613,1,cancer cell
151614,4,cancer cell
151615,34,cancer cell
151616,1,cancer cell
151618,3,cancer cell
151619,5,cancer cell
151620,5,cancer cell
151621,5,cancer cell
151622,3,cancer cell
151623,28,immune cell
151625,27,stromal cell
151627,5,cancer cell
151628,4,cancer cell
151629,5,cancer cell
151630,5,cancer cell
151631,4,cancer cell
151633,1,cancer cell
151634,2,cancer cell
151635,4,cancer cell
151637,3,cancer cell
151639,5,cancer cell
151640,5,cancer cell
151641,13,immune cell
151642,-1,other
151643,2,cancer cell
151644,2,cancer cell
151645,12,cancer cell
151646,5,cancer cell
151647,16,other
151648,4,cancer cell
151649,5,cancer cell
151652,3,cancer cell
151653,4,cancer cell
151654,2,cancer cell
151655,6,cancer cell
151657,16,other
151660,3,cancer cell
151661,5,cancer cell
151662,1,cancer cell
151663,5,cancer cell
151665,4,cancer cell
151667,2,cancer cell
151669,3,epithelial cell
151672,1,cancer cell
151673,3,cancer cell
151674,11,cancer cell
151675,5,cancer cell
151676,12,cancer cell
151678,4,cancer cell
151679,34,cancer cell
151680,3,cancer cell
151681,11,cancer cell
151682,16,other
151683,2,cancer cell
151687,5,cancer cell
151688,12,cancer cell
151689,2,cancer cell
151691,3,cancer cell
151693,16,other
151694,13,immune cell
151695,4,cancer cell
151698,16,other
151700,11,cancer cell
151703,3,cancer cell
151704,3,cancer cell
151705,5,cancer cell
151708,5,cancer cell
151709,17,myofibroblast
151712,5,cancer cell
151713,12,cancer cell
151714,1,cancer cell
151715,3,cancer cell
151716,2,cancer cell
151717,5,cancer cell
151719,2,cancer cell
151720,22,stromal cell
151721,5,cancer cell
151723,3,cancer cell
151726,4,cancer cell
151728,2,cancer cell
151729,3,cancer cell
151730,5,cancer cell
151733,2,cancer cell
151736,4,cancer cell
151737,2,cancer cell
151738,3,cancer cell
151739,3,cancer cell
151741,-1,other
151742,5,cancer cell
151743,15,myofibroblast
151747,3,cancer cell
151748,2,cancer cell
151750,3,cancer cell
151751,12,cancer cell
151753,3,cancer cell
151757,2,cancer cell
151758,3,cancer cell
151759,34,cancer cell
151760,17,myofibroblast
151763,3,cancer cell
151764,3,cancer cell
151765,37,cancer cell
151766,3,cancer cell
151767,19,other
151768,6,cancer cell
151769,6,cancer cell
151770,29,other
151771,3,cancer cell
151773,4,cancer cell
151777,5,cancer cell
151779,31,cancer cell
151781,14,stromal cell
151782,5,cancer cell
151783,14,stromal cell
151786,11,cancer cell
151787,5,cancer cell
151789,3,cancer cell
151791,34,cancer cell
151792,11,cancer cell
151796,5,cancer cell
151798,9,other
151799,3,cancer cell
151800,2,cancer cell
151801,14,stromal cell
151802,34,cancer cell
151805,3,cancer cell
151806,14,stromal cell
151807,3,cancer cell
151808,3,cancer cell
151809,3,cancer cell
151810,3,cancer cell
151812,3,cancer cell
151813,5,cancer cell
151814,9,other
151815,27,stromal cell
151817,1,cancer cell
151821,21,endothelial cell
151823,14,stromal cell
151824,6,cancer cell
151826,-1,other
151827,15,myofibroblast
151829,19,other
151831,5,cancer cell
151832,-1,other
151834,5,cancer cell
151835,5,cancer cell
151837,14,stromal cell
151838,3,cancer cell
151840,3,cancer cell
151841,5,cancer cell
151845,3,cancer cell
151847,18,immune cell
151848,3,cancer cell
151849,5,cancer cell
151850,19,other
151851,3,cancer cell
151853,2,cancer cell
151854,3,cancer cell
151855,15,myofibroblast
151856,3,cancer cell
151858,3,cancer cell
151860,4,cancer cell
151862,2,cancer cell
151868,5,cancer cell
151869,6,cancer cell
151870,2,cancer cell
151871,5,cancer cell
151872,21,endothelial cell
151873,6,cancer cell
151874,17,myofibroblast
151875,3,cancer cell
151876,3,cancer cell
151877,8,other
151879,5,cancer cell
151880,5,cancer cell
151881,32,cancer cell
151882,5,cancer cell
151883,5,cancer cell
151884,3,cancer cell
151885,5,cancer cell
151886,3,cancer cell
151887,5,cancer cell
151888,12,cancer cell
151889,34,cancer cell
151891,2,cancer cell
151892,3,cancer cell
151893,3,cancer cell
151894,3,cancer cell
151895,34,cancer cell
151896,5,cancer cell
151897,3,cancer cell
151898,6,cancer cell
151899,3,cancer cell
151900,34,cancer cell
151901,34,cancer cell
151902,6,cancer cell
151903,3,cancer cell
151904,3,cancer cell
151907,3,cancer cell
151908,3,cancer cell
151909,34,cancer cell
151910,34,cancer cell
151912,5,cancer cell
151913,11,cancer cell
151914,34,cancer cell
151916,3,cancer cell
151917,34,cancer cell
151918,12,cancer cell
151919,22,stromal cell
151921,34,cancer cell
151923,20,cancer cell
151924,34,cancer cell
151925,34,cancer cell
151927,6,cancer cell
151928,34,cancer cell
151929,34,cancer cell
151930,5,cancer cell
151931,34,cancer cell
151932,34,cancer cell
151933,3,cancer cell
151934,16,other
151935,4,cancer cell
151936,34,cancer cell
151938,34,cancer cell
151939,34,cancer cell
151940,34,cancer cell
151941,3,cancer cell
151942,3,cancer cell
151943,3,cancer cell
151944,34,cancer cell
151945,5,cancer cell
151946,18,immune cell
151947,16,other
151948,34,cancer cell
151949,30,other
151950,9,other
151951,3,cancer cell
151952,34,cancer cell
151953,3,cancer cell
151954,3,cancer cell
151955,5,cancer cell
151956,30,other
151959,11,cancer cell
151960,12,cancer cell
152272,9,other
152275,21,endothelial cell
152277,21,endothelial cell
152278,21,endothelial cell
152280,14,stromal cell
152282,3,cancer cell
152283,2,cancer cell
152284,14,stromal cell
152285,14,stromal cell
152286,13,immune cell
152288,-1,other
152292,21,endothelial cell
152293,13,immune cell
152294,-1,other
152295,9,other
152296,25,immune cell
152297,2,cancer cell
152298,13,immune cell
152301,21,endothelial cell
152302,9,other
152306,17,myofibroblast
152307,3,cancer cell
152310,20,cancer cell
152311,9,other
152315,5,cancer cell
152316,9,other
152318,3,cancer cell
152319,5,cancer cell
152320,5,cancer cell
152321,13,immune cell
152322,13,immune cell
152323,9,other
152325,34,cancer cell
152326,11,cancer cell
152327,5,cancer cell
152328,5,cancer cell
152329,13,immune cell
152330,21,endothelial cell
152333,34,cancer cell
152335,5,cancer cell
152336,4,cancer cell
152337,14,stromal cell
152339,4,cancer cell
152342,17,myofibroblast
152343,1,cancer cell
152345,26,other
152346,9,other
152347,3,cancer cell
152351,2,cancer cell
152353,5,cancer cell
152355,16,other
152356,2,cancer cell
152359,5,cancer cell
152360,12,cancer cell
152361,34,cancer cell
152362,34,cancer cell
152363,5,cancer cell
152365,9,other
152366,9,other
152367,3,cancer cell
152369,2,cancer cell
152370,3,cancer cell
152373,12,cancer cell
152375,11,cancer cell
152376,4,cancer cell
152379,12,cancer cell
152380,9,other
152381,3,cancer cell
152384,2,cancer cell
152385,-1,other
152386,-1,other
152387,14,stromal cell
152388,2,cancer cell
152389,-1,other
152391,12,cancer cell
152396,5,cancer cell
152397,5,cancer cell
152398,4,cancer cell
152400,2,cancer cell
152402,4,cancer cell
152404,2,cancer cell
152405,5,cancer cell
152406,3,cancer cell
152407,5,cancer cell
152410,5,cancer cell
152411,4,cancer cell
152412,6,cancer cell
152413,4,cancer cell
152416,4,cancer cell
152417,33,other
152420,6,cancer cell
152421,34,cancer cell
152422,4,cancer cell
152423,12,cancer cell
152424,4,cancer cell
152426,3,cancer cell
152428,3,cancer cell
152429,2,cancer cell
152430,4,cancer cell
152431,3,cancer cell
152433,3,cancer cell
152434,26,other
152435,4,cancer cell
152436,4,cancer cell
152437,9,other
152439,3,cancer cell
152440,4,cancer cell
152443,9,other
152444,4,cancer cell
152445,2,cancer cell
152446,12,cancer cell
152448,3,cancer cell
152449,4,cancer cell
152452,3,cancer cell
152456,12,cancer cell
152458,5,cancer cell
152459,34,cancer cell
152460,14,stromal cell
152464,9,other
152465,9,other
152466,3,cancer cell
152467,34,cancer cell
152468,5,cancer cell
152469,4,cancer cell
152470,4,cancer cell
152471,4,cancer cell
152472,12,cancer cell
152473,1,cancer cell
152475,34,cancer cell
152478,5,cancer cell
152479,3,cancer cell
152480,4,cancer cell
152481,2,cancer cell
152482,3,cancer cell
152483,34,cancer cell
152484,4,cancer cell
152485,4,cancer cell
152487,-1,other
152488,4,cancer cell
152489,15,myofibroblast
152490,34,cancer cell
152493,1,cancer cell
152494,4,cancer cell
152496,27,stromal cell
152497,3,cancer cell
152499,5,cancer cell
152500,4,cancer cell
152501,2,cancer cell
152502,3,cancer cell
152503,1,cancer cell
152506,5,cancer cell
152507,4,cancer cell
152508,4,cancer cell
152510,2,cancer cell
152511,5,cancer cell
152512,13,immune cell
152513,3,cancer cell
152515,16,other
152516,3,cancer cell
152517,4,cancer cell
152518,5,cancer cell
152519,34,cancer cell
152523,1,cancer cell
152524,33,other
152525,1,cancer cell
152528,-1,other
152530,5,cancer cell
152531,27,stromal cell
152533,9,other
152534,1,cancer cell
152535,23,other
152536,4,cancer cell
152537,3,cancer cell
152538,5,cancer cell
152540,5,cancer cell
152541,16,other
152542,4,cancer cell
152545,12,cancer cell
152546,5,cancer cell
152553,1,cancer cell
152554,5,cancer cell
152555,1,cancer cell
152562,34,cancer cell
152563,3,cancer cell
152564,5,cancer cell
152565,4,cancer cell
152569,5,cancer cell
152570,5,cancer cell
152571,14,stromal cell
152576,12,cancer cell
152577,3,cancer cell
152579,3,cancer cell
152580,2,cancer cell
152582,5,cancer cell
152583,12,cancer cell
152585,5,cancer cell
152590,2,cancer cell
152591,12,cancer cell
152593,6,cancer cell
152601,4,cancer cell
152602,3,cancer cell
152603,12,cancer cell
152605,5,cancer cell
152606,5,cancer cell
152607,6,cancer cell
152611,5,cancer cell
152613,2,cancer cell
152615,4,cancer cell
152616,1,cancer cell
152617,3,cancer cell
152618,5,cancer cell
152619,4,cancer cell
152621,5,cancer cell
152624,5,cancer cell
152625,15,myofibroblast
152626,3,cancer cell
152627,16,other
152628,5,cancer cell
152630,34,cancer cell
152631,3,cancer cell
152636,3,epithelial cell
152638,2,cancer cell
152641,15,myofibroblast
152642,5,cancer cell
152643,16,other
152644,1,cancer cell
152646,12,cancer cell
152648,5,cancer cell
152650,34,cancer cell
152651,5,cancer cell
152652,1,cancer cell
152653,5,cancer cell
152654,5,cancer cell
152655,6,cancer cell
152656,5,cancer cell
152658,3,cancer cell
152659,31,cancer cell
152661,5,cancer cell
152663,3,cancer cell
152664,5,cancer cell
152665,5,cancer cell
152668,28,immune cell
152669,5,cancer cell
152670,12,cancer cell
152671,3,cancer cell
152672,5,cancer cell
152673,1,cancer cell
152675,5,cancer cell
152676,3,cancer cell
152679,3,cancer cell
152684,3,cancer cell
152685,28,immune cell
152688,3,cancer cell
152689,3,cancer cell
152690,4,cancer cell
152691,4,cancer cell
152692,3,cancer cell
152694,3,cancer cell
152696,3,cancer cell
152697,17,myofibroblast
152699,5,cancer cell
152700,5,cancer cell
152701,3,cancer cell
152702,3,cancer cell
152703,12,cancer cell
152708,5,cancer cell
152709,3,cancer cell
152710,2,cancer cell
152711,6,cancer cell
152712,5,cancer cell
152713,34,cancer cell
152718,5,cancer cell
152719,4,cancer cell
152720,3,cancer cell
152721,3,cancer cell
152723,34,cancer cell
152725,3,cancer cell
152727,5,cancer cell
152730,19,other
152733,28,immune cell
152735,3,cancer cell
152736,3,cancer cell
152737,3,cancer cell
152738,3,cancer cell
152739,23,other
152742,5,cancer cell
152743,16,other
152746,22,stromal cell
152748,17,myofibroblast
152751,3,cancer cell
152754,5,cancer cell
152756,9,other
152757,23,plasma cell
152758,9,other
152760,3,cancer cell
152761,3,cancer cell
152765,3,cancer cell
152766,23,plasma cell
152767,22,stromal cell
152768,3,cancer cell
152770,5,cancer cell
152773,34,cancer cell
152776,16,other
152777,3,cancer cell
152778,3,cancer cell
152780,34,cancer cell
152782,5,cancer cell
152785,3,cancer cell
152786,5,cancer cell
152788,34,cancer cell
152790,5,cancer cell
152791,5,cancer cell
152792,19,other
152793,3,cancer cell
152794,3,cancer cell
152795,6,cancer cell
152796,3,cancer cell
152799,3,cancer cell
152801,5,cancer cell
152802,19,other
152806,3,cancer cell
152809,5,cancer cell
152810,9,other
152813,5,cancer cell
152816,26,other
152817,3,cancer cell
152820,16,other
152823,15,myofibroblast
152825,3,cancer cell
152826,5,cancer cell
152827,2,cancer cell
152828,2,cancer cell
152829,3,cancer cell
152831,3,cancer cell
152832,3,cancer cell
152833,13,immune cell
152834,15,myofibroblast
152837,3,cancer cell
152840,3,cancer cell
152841,5,cancer cell
152842,2,cancer cell
152844,3,cancer cell
152845,3,cancer cell
152846,3,cancer cell
152847,6,cancer cell
152849,15,myofibroblast
152850,5,cancer cell
152851,3,cancer cell
152852,7,cancer cell
152858,5,cancer cell
152860,3,cancer cell
152861,3,cancer cell
152862,5,cancer cell
152865,3,cancer cell
152868,5,cancer cell
152869,3,cancer cell
152870,3,cancer cell
152871,17,myofibroblast
152874,3,cancer cell
152875,14,stromal cell
152877,14,stromal cell
152881,3,cancer cell
152884,5,cancer cell
152889,3,cancer cell
152891,16,other
152892,3,cancer cell
152893,3,cancer cell
152894,3,cancer cell
152895,3,cancer cell
152898,2,cancer cell
152900,21,endothelial cell
152901,16,other
152905,27,stromal cell
152906,-1,other
152908,3,cancer cell
152909,3,cancer cell
152910,12,cancer cell
152911,9,other
152913,15,myofibroblast
152917,3,cancer cell
152921,3,cancer cell
152922,3,cancer cell
152925,6,cancer cell
152926,3,cancer cell
152927,2,cancer cell
152928,5,cancer cell
152929,12,cancer cell
152933,15,myofibroblast
152935,21,endothelial cell
152938,5,cancer cell
152939,15,myofibroblast
152940,5,cancer cell
152943,14,stromal cell
152944,3,cancer cell
152945,12,cancer cell
152946,15,myofibroblast
152948,5,cancer cell
152949,22,stromal cell
152950,15,myofibroblast
152952,5,cancer cell
152953,3,cancer cell
152954,3,cancer cell
152956,3,cancer cell
152957,9,other
152961,3,cancer cell
152963,34,cancer cell
152964,34,cancer cell
152967,3,cancer cell
152968,34,cancer cell
152969,3,cancer cell
152971,34,cancer cell
152973,34,cancer cell
152974,27,stromal cell
152977,13,immune cell
152979,34,cancer cell
152980,3,cancer cell
152982,1,cancer cell
152985,12,cancer cell
152986,5,cancer cell
152989,3,cancer cell
152990,5,cancer cell
152992,3,cancer cell
152996,15,myofibroblast
152997,5,cancer cell
152998,34,cancer cell
153006,3,cancer cell
153007,25,immune cell
153008,25,immune cell
153009,25,immune cell
153010,34,cancer cell
153011,34,cancer cell
153013,2,cancer cell
153014,3,cancer cell
153019,34,cancer cell
153021,3,cancer cell
153022,-1,other
153024,26,immune cell
153025,3,cancer cell
153028,3,cancer cell
153029,3,cancer cell
153030,18,immune cell
153031,3,cancer cell
153032,3,cancer cell
153034,12,cancer cell
153035,16,other
153036,3,cancer cell
153037,14,stromal cell
153039,30,other
153042,9,other
153045,3,cancer cell
153046,3,cancer cell
153047,3,epithelial cell
153050,34,cancer cell
153241,9,other
153242,18,immune cell
153243,9,other
153244,3,cancer cell
153246,3,cancer cell
153247,18,immune cell
153248,13,immune cell
153249,22,stromal cell
153250,9,other
153251,13,immune cell
153252,9,other
153254,-1,other
153255,5,cancer cell
153256,21,endothelial cell
153257,5,cancer cell
153258,9,other
153259,-1,other
153261,14,stromal cell
153264,4,cancer cell
153265,12,cancer cell
153266,5,cancer cell
153268,21,endothelial cell
153269,26,other
153271,9,other
153272,2,cancer cell
153273,2,cancer cell
153274,9,other
153275,12,cancer cell
153281,12,cancer cell
153282,2,cancer cell
153283,3,cancer cell
153284,17,myofibroblast
153287,14,stromal cell
153290,11,cancer cell
153291,12,cancer cell
153292,2,cancer cell
153293,5,cancer cell
153294,5,cancer cell
153295,2,cancer cell
153296,14,stromal cell
153297,5,cancer cell
153299,5,cancer cell
153300,3,cancer cell
153301,5,cancer cell
153302,14,stromal cell
153303,33,other
153305,36,apoptotic cell
153306,4,cancer cell
153308,9,other
153309,2,cancer cell
153310,34,cancer cell
153311,34,cancer cell
153312,2,cancer cell
153316,9,other
153317,1,cancer cell
153318,3,cancer cell
153319,3,cancer cell
153320,1,cancer cell
153321,3,cancer cell
153322,3,cancer cell
153323,3,cancer cell
153324,5,cancer cell
153326,4,cancer cell
153328,3,cancer cell
153329,5,cancer cell
153331,2,cancer cell
153332,3,cancer cell
153334,5,cancer cell
153335,5,cancer cell
153338,3,cancer cell
153340,5,cancer cell
153341,3,cancer cell
153343,3,cancer cell
153345,19,other
153346,4,cancer cell
153347,7,cancer cell
153348,3,cancer cell
153349,5,cancer cell
153350,4,cancer cell
153351,3,cancer cell
153354,16,other
153355,4,epithelial cell
153356,12,cancer cell
153357,4,cancer cell
153363,34,cancer cell
153365,14,stromal cell
153366,9,other
153368,6,cancer cell
153369,5,cancer cell
153372,5,cancer cell
153374,3,cancer cell
153376,16,other
153378,8,other
153380,9,other
153381,-1,other
153382,2,cancer cell
153383,3,epithelial cell
153384,5,cancer cell
153386,3,cancer cell
153387,5,cancer cell
153389,3,cancer cell
153390,9,other
153391,5,cancer cell
153393,5,cancer cell
153399,2,cancer cell
153402,5,cancer cell
153403,11,cancer cell
153405,24,cancer cell
153407,1,cancer cell
153410,3,cancer cell
153412,3,cancer cell
153413,34,cancer cell
153416,4,cancer cell
153418,34,cancer cell
153420,4,cancer cell
153423,3,cancer cell
153424,3,cancer cell
153425,3,cancer cell
153427,5,cancer cell
153428,3,cancer cell
153430,2,cancer cell
153431,3,cancer cell
153434,34,cancer cell
153435,3,cancer cell
153437,3,cancer cell
153438,3,cancer cell
153440,3,cancer cell
153444,12,cancer cell
153445,5,cancer cell
153446,3,cancer cell
153447,3,cancer cell
153448,3,cancer cell
153449,3,cancer cell
153450,3,cancer cell
153453,3,cancer cell
153454,4,cancer cell
153455,3,cancer cell
153456,5,cancer cell
153457,3,cancer cell
153459,24,cancer cell
153461,5,cancer cell
153462,24,epithelial cell
153463,5,cancer cell
153464,3,cancer cell
153465,2,cancer cell
153466,3,cancer cell
153467,5,cancer cell
153470,3,cancer cell
153471,3,cancer cell
153473,3,cancer cell
153475,3,cancer cell
153479,3,cancer cell
153480,3,cancer cell
153481,3,cancer cell
153482,3,cancer cell
153483,3,cancer cell
153486,34,cancer cell
153488,5,cancer cell
153490,3,cancer cell
153496,3,cancer cell
153499,5,cancer cell
153502,3,cancer cell
153504,3,cancer cell
153506,2,cancer cell
153508,3,cancer cell
153510,14,stromal cell
153511,9,other
153512,24,cancer cell
153514,5,cancer cell
153516,28,immune cell
153519,16,other
153521,3,cancer cell
153523,3,cancer cell
153524,24,cancer cell
153525,13,immune cell
153528,3,cancer cell
153529,5,cancer cell
153530,24,cancer cell
153531,14,stromal cell
153533,3,cancer cell
153535,3,cancer cell
153539,3,cancer cell
153541,15,myofibroblast
153542,24,cancer cell
153543,12,cancer cell
153545,3,cancer cell
153546,14,stromal cell
153547,9,other
153550,3,cancer cell
153551,3,cancer cell
153555,3,cancer cell
153556,6,cancer cell
153557,5,cancer cell
153559,3,cancer cell
153560,3,cancer cell
153561,9,other
153562,14,stromal cell
153563,3,cancer cell
153564,3,cancer cell
153566,22,stromal cell
153567,3,cancer cell
153570,6,cancer cell
153571,24,cancer cell
153572,3,cancer cell
153573,5,cancer cell
153574,22,stromal cell
153575,34,cancer cell
153576,6,cancer cell
153577,3,cancer cell
153578,3,cancer cell
153579,14,stromal cell
153580,12,cancer cell
153584,5,cancer cell
153585,5,cancer cell
153587,5,cancer cell
153588,34,cancer cell
153589,34,cancer cell
153590,9,other
153591,3,cancer cell
153592,3,cancer cell
153593,5,cancer cell
153594,3,cancer cell
153595,3,cancer cell
153596,3,cancer cell
153597,34,cancer cell
153598,34,cancer cell
153600,28,immune cell
153601,2,cancer cell
153602,34,cancer cell
153604,34,cancer cell
153605,3,cancer cell
153606,34,cancer cell
153607,3,cancer cell
153608,32,cancer cell
153613,16,other
153615,24,cancer cell
153616,3,cancer cell
153618,34,cancer cell
153619,16,other
153622,5,cancer cell
153624,27,stromal cell
153625,5,cancer cell
153626,3,cancer cell
153627,3,cancer cell
153628,3,cancer cell
153629,3,cancer cell
153630,5,cancer cell
153631,12,cancer cell
153632,13,immune cell
153633,3,cancer cell
153635,34,cancer cell
153637,3,cancer cell
153639,2,cancer cell
153640,3,cancer cell
153641,3,cancer cell
153642,34,cancer cell
153643,3,cancer cell
153644,6,epithelial cell
153645,16,other
153646,3,cancer cell
153647,5,cancer cell
153648,34,cancer cell
153649,3,cancer cell
153650,24,cancer cell
153652,3,cancer cell
153857,2,cancer cell
153858,9,other
153859,9,other
153860,18,immune cell
153864,18,immune cell
153865,25,immune cell
153866,3,cancer cell
153867,-1,other
153872,3,cancer cell
153876,13,immune cell
153878,-1,other
153880,14,stromal cell
153881,3,cancer cell
153883,3,cancer cell
153885,14,stromal cell
153887,21,endothelial cell
153889,25,immune cell
153890,5,cancer cell
153892,13,immune cell
153896,21,endothelial cell
153898,-1,other
153901,3,cancer cell
153902,1,cancer cell
153907,14,stromal cell
153918,2,cancer cell
153919,2,cancer cell
153922,34,cancer cell
153924,14,stromal cell
153928,34,cancer cell
153929,9,other
153930,20,cancer cell
153931,9,other
153933,4,cancer cell
153934,13,immune cell
153938,1,cancer cell
153943,4,cancer cell
153945,3,cancer cell
153948,3,cancer cell
153949,24,epithelial cell
153952,22,stromal cell
153954,1,cancer cell
153955,5,cancer cell
153957,9,other
153959,4,cancer cell
153960,5,cancer cell
153962,12,cancer cell
153965,14,stromal cell
153966,2,cancer cell
153967,24,cancer cell
153969,3,cancer cell
153970,3,cancer cell
153975,24,cancer cell
153977,3,cancer cell
153979,3,cancer cell
